20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"n/a"
,EnergyPlus:,,"n/a"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF8  Individual Supply + Individual Exhaust (SZHP-HRV)"
Run Date/Time:,,,"2026-09-23 13:38:13"
NonRes Cond. Area:,,,0
Residential Cond. Area:,,,7320
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Standard"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX02_MF_Central-VRF-HP\EX02_MF08_Central_VRF_HP_CZ09\EX02_MF08_Central_VRF_TYPE 1_HP_CZ09.cibd25x"

,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
4,3,5, 04/03 06,0,0,0.147841,0,0,0,0,1.04744,0.462284,0.165769,0,0.147841,1.82334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25373,1141.66,1027.6,1.3633,89.9626,100,7.2132e-05,0.0060051,0.006288,0,0,0,1.43754,
4,3,6, 04/03 07,0,0,0.147841,0,0,0,0,1.18863,0.525328,0.22459,0,0.147841,2.08639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25389,1141.66,1027.6,1.3633,89.9626,100,7.2132e-05,0.0060051,0.006288,0,0,0,1.43767,
4,3,7, 04/03 08,0,0,0.147841,0,0,0.761651,0,1.28293,0.58575,0.219243,0,0.909492,2.99742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17315,1141.66,1027.6,1.26511,89.9626,100,6.69369e-05,0.0060051,0.006288,0,-1.18824,0,1.37426,
4,3,8, 04/03 09,0,0,0.147841,0,0,1.79506,0,1.20805,1.64995,0.181811,0,1.9429,4.98272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91172,1141.66,1027.6,0.0981224,89.9626,100,5.19166e-06,0.0060051,0.006288,0,-3.43358,0,0.38355,
4,3,9, 04/03 10,0,0,0.147841,0,0,1.55538,0,1.14891,6.22283,0.155074,0,1.70322,9.23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85077,1141.66,1027.6,0.061819,89.9626,100,3.27084e-06,0.0060051,0.006288,0,-6.02783,0,0.335684,
4,3,10, 04/03 11,0,0,0.147841,0,0,1.33457,0,1.16092,2.52703,0.144379,0,1.48241,5.31474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80178,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-8.00974,0,0.297205,
4,3,11, 04/03 12,0,0,0.147841,0,0,1.30666,0,1.16092,1.07669,0.133684,0,1.4545,3.8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80777,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.3692,0,0.30191,
4,3,12, 04/03 13,0,0,0.147841,0,0,1.81609,0,1.16752,5.08942,0.112295,0,1.96393,8.33316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80999,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-11.2844,0,0.303656,
4,3,13, 04/03 14,0,0,0.147841,0,0,0.967987,0,1.192,1.73873,0.112295,0,1.11583,4.15885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80762,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.8883,0,0.301793,
4,3,14, 04/03 15,0,0,0.147841,0,0,0.322657,0,1.23094,1.75477,0.112295,0,0.470499,3.5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80604,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.0497,0,0.300555,
4,3,15, 04/03 16,0,0,0.147841,0,0,0,0,1.26349,0.686292,0.139032,0,0.147841,2.23665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8112,1141.66,1027.6,0.0499277,89.9626,100,2.64168e-06,0.0060051,0.006288,0,-8.9314,0,0.304605,
4,3,16, 04/03 17,0,0,0.147841,0,0,0.285071,0,1.41519,1.015,0.165769,0,0.432912,3.02888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85008,1141.66,1027.6,0.057192,89.9626,100,3.02603e-06,0.0060051,0.006288,0,-6.58362,0,0.335144,
4,3,17, 04/03 18,0,0,0.147841,0,0,1.10725,0,1.61585,1.57572,0.235285,0,1.25509,4.68195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91859,1141.66,1027.6,0.0885556,89.9626,100,4.68548e-06,0.0060051,0.006288,0,-3.59277,0,0.38895,
4,3,18, 04/03 19,0,0,0.147841,0,0,1.19496,0,1.75535,2.76954,0.449181,0,1.3428,6.31688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25741,1141.66,1027.6,1.18713,89.9626,100,6.28111e-05,0.0060051,0.006288,0,-0.773318,0,1.44044,
4,3,19, 04/03 20,0,0,0.147841,0,0,0.957612,0,1.84855,3.38535,0.625643,0,1.10545,6.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50278,1141.66,1027.6,1.67998,89.9626,100,8.88877e-05,0.0060051,0.006288,0,0,0,1.63315,
4,3,20, 04/03 21,0,0,0.147841,0,0,0.519618,0,1.92819,3.70464,0.604254,0,0.667459,6.90454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50287,1141.66,1027.6,1.67942,89.9626,100,8.8858e-05,0.0060051,0.006288,0,0,0,1.63322,
4,3,21, 04/03 22,0,0,0.147841,0,0,1.00435,0,1.91953,2.47906,0.513348,0,1.15219,6.06413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50354,1141.66,1027.6,1.68732,89.9626,100,8.9276e-05,0.0060051,0.006288,0,0,0,1.63374,
4,3,22, 04/03 23,0,0,0.147841,0,0,1.04936,0,1.70763,0.506882,0.336886,0,1.1972,3.7486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50396,1141.66,1027.6,1.68732,89.9626,100,8.9276e-05,0.0060051,0.006288,0,0,0,1.63407,
4,3,23, 04/03 24,0,0,0.147841,0,0,1.4281,0,1.4634,0.466194,0.208548,0,1.57594,3.71409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50972,1141.66,1027.6,1.70847,89.9626,100,9.0395e-05,0.0060051,0.006288,0,0,0,1.6386,
4,3,24, 04/04 01,0,0,0.147841,0,0,1.77312,0,1.17942,0.441791,0.12299,0,1.92096,3.66516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50657,1141.66,1027.6,1.69543,89.9626,100,8.97055e-05,0.0060051,0.006288,0,0,0,1.63613,
4,4,1, 04/04 02,0,0,0.147841,0,0,0.730053,0,1.08188,0.417951,0.1016,0,0.877895,2.47932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69308,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78261,
4,4,2, 04/04 03,0,0,0.147841,0,0,0,0,1.02278,0.835393,0.0802105,0,0.147841,2.08622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69296,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78251,
4,4,3, 04/04 04,0,0,0.147841,0,0,0,0,1.01954,0.692318,0.0909053,0,0.147841,1.95061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69347,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78291,
4,4,4, 04/04 05,0,0,0.147841,0,0,0,0,0.96988,0.386312,0.112295,0,0.147841,1.61633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69277,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78236,
4,4,5, 04/04 06,0,0,0.147841,0,0,0.232592,0,1.0446,0.394527,0.165769,0,0.380434,1.98533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69276,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78236,
4,4,6, 04/04 07,0,0,0.147841,0,0,0.423165,0,1.16434,0.43019,0.22459,0,0.571007,2.39012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69284,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78242,
4,4,7, 04/04 08,0,0,0.147841,0,0,0.398503,0,1.2551,0.540637,0.219243,0,0.546345,2.56132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6045,1141.66,1027.6,1.9687,89.9626,100,0.000104164,0.0060051,0.006288,0,-0.571447,0,1.71304,
4,4,8, 04/04 09,0,0,0.147841,0,0,0.592443,0,1.20087,0.689584,0.181811,0,0.740284,2.81255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11933,1141.66,1027.6,1.1074,89.9626,100,5.85928e-05,0.0060051,0.006288,0,-2.08194,0,1.33199,
4,4,9, 04/04 10,0,0,0.147841,0,0,0.630079,0,1.17241,0.938579,0.155074,0,0.77792,3.04398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62181,1141.66,1027.6,0.294357,89.9626,100,1.55744e-05,0.0060051,0.006288,0,-5.09773,0,0.941246,
4,4,10, 04/04 11,0,0,0.147841,0,0,0.948075,0,1.19121,2.84653,0.144379,0,1.09592,5.27803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27283,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-7.00897,0,0.667161,
4,4,11, 04/04 12,0,0,0.147841,0,0,1.41936,0,1.17125,0.973548,0.133684,0,1.5672,3.84569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26064,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-9.18728,0,0.657591,
4,4,12, 04/04 13,0,0,0.147841,0,0,1.74808,0,1.16429,3.11488,0.112295,0,1.89593,6.28738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23699,1141.66,1027.6,0.0911183,89.9626,100,4.82107e-06,0.0060051,0.006288,0,-10.5785,0,0.639012,
4,4,13, 04/04 14,0,0,0.147841,0,0,0.604538,0,1.19949,2.57841,0.112295,0,0.752379,4.64258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24072,1141.66,1027.6,0.0911183,89.9626,100,4.82107e-06,0.0060051,0.006288,0,-11.3293,0,0.641941,
4,4,14, 04/04 15,0,0,0.147841,0,0,0.550011,0,1.25523,4.52643,0.112295,0,0.697852,6.59181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22426,1141.66,1027.6,0.0901065,89.9626,100,4.76754e-06,0.0060051,0.006288,0,-10.6445,0,0.62902,
4,4,15, 04/04 16,0,0,0.147841,0,0,0.82582,0,1.31846,2.37033,0.139032,0,0.973662,4.80148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22549,1141.66,1027.6,0.0935007,89.9626,100,4.94712e-06,0.0060051,0.006288,0,-9.04963,0,0.629984,
4,4,16, 04/04 17,0,0,0.147841,0,0,1.02638,0,1.46661,0.907904,0.165769,0,1.17422,3.7145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23384,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-6.56736,0,0.636544,
4,4,17, 04/04 18,0,0,0.147841,0,0,0.607187,0,1.6362,1.29808,0.235285,0,0.755028,3.92459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32399,1141.66,1027.6,0.142638,89.9626,100,7.54699e-06,0.0060051,0.006288,0,-3.63015,0,0.707344,
4,4,18, 04/04 19,0,0,0.147841,0,0,0.581945,0,1.75141,2.84023,0.449181,0,0.729786,5.77061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72252,1141.66,1027.6,2.13749,89.9626,100,0.000113095,0.0060051,0.006288,0,-0.719089,0,1.80573,
4,4,19, 04/04 20,0,0,0.147841,0,0,0.820529,0,1.82072,3.19707,0.625643,0,0.96837,6.6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75001,1141.66,1027.6,2.20775,89.9626,100,0.000116812,0.0060051,0.006288,0,0,0,1.82732,
4,4,20, 04/04 21,0,0,0.147841,0,0,1.75394,0,1.88679,3.71724,0.604254,0,1.90178,8.11006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74991,1141.66,1027.6,2.20775,89.9626,100,0.000116812,0.0060051,0.006288,0,0,0,1.82724,
4,4,21, 04/04 22,0,0,0.147841,0,0,0.7873,0,1.87458,5.70464,0.513348,0,0.935141,9.02772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75012,1141.66,1027.6,2.21797,89.9626,100,0.000117353,0.0060051,0.006288,0,0,0,1.8274,
4,4,22, 04/04 23,0,0,0.147841,0,0,1.09641,0,1.68373,0.778308,0.336886,0,1.24425,4.04317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74957,1141.66,1027.6,2.21797,89.9626,100,0.000117353,0.0060051,0.006288,0,0,0,1.82697,
4,4,23, 04/04 24,0,0,0.147841,0,0,1.47718,0,1.43535,0.463525,0.208548,0,1.62502,3.73245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75623,1141.66,1027.6,2.24983,89.9626,100,0.000119039,0.0060051,0.006288,0,0,0,1.83221,
4,4,24, 04/05 01,0,0,0.147841,0,0,0.803652,0,1.17942,0.432875,0.12299,0,0.951493,2.68678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75239,1141.66,1027.6,2.23409,89.9626,100,0.000118206,0.0060051,0.006288,0,0,0,1.82919,
4,5,1, 04/05 02,0,0,0.147841,0,0,0.397542,0,1.08188,0.410412,0.1016,0,0.545384,2.13927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65467,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,2, 04/05 03,0,0,0.147841,0,0,0.521449,0,1.02278,0.399025,0.0802105,0,0.669291,2.1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65462,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.7524,
4,5,3, 04/05 04,0,0,0.147841,0,0,0.482407,0,1.01954,0.390223,0.0909053,0,0.630248,2.13092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65459,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75238,
4,5,4, 04/05 05,0,0,0.147841,0,0,0.127493,0,0.96988,0.379394,0.112295,0,0.275334,1.7369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6519,1141.66,1027.6,2.04578,89.9626,100,0.000108242,0.0060051,0.006288,0,0,0,1.75026,
4,5,5, 04/05 06,0,0,0.147841,0,0,0,0,1.0446,0.38787,0.165769,0,0.147841,1.74608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65193,1141.66,1027.6,2.04578,89.9626,100,0.000108242,0.0060051,0.006288,0,0,0,1.75029,
4,5,6, 04/05 07,0,0,0.147841,0,0,0,0,1.16434,0.422965,0.22459,0,0.147841,1.95973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65467,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,7, 04/05 08,0,0,0.147841,0,0,0,0,1.2551,0.535119,0.219243,0,0.147841,2.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63529,1141.66,1027.6,2.0214,89.9626,100,0.000106952,0.0060051,0.006288,0,-0.552923,0,1.73722,
4,5,8, 04/05 09,0,0,0.147841,0,0,0.868021,0,1.20087,1.67042,0.181811,0,1.01586,4.06896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21171,1141.66,1027.6,1.37416,89.9626,100,7.27067e-05,0.0060051,0.006288,0,-1.60774,0,1.40454,
4,5,9, 04/05 10,0,0,0.147841,0,0,1.63513,0,1.17241,3.30016,0.155074,0,1.78297,6.41062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97582,1141.66,1027.6,0.744395,89.9626,100,3.93859e-05,0.0060051,0.006288,0,-2.38297,0,1.21928,
4,5,10, 04/05 11,0,0,0.147841,0,0,2.09553,0,1.19121,4.53907,0.144379,0,2.24338,8.11803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84815,1141.66,1027.6,0.41483,89.9626,100,2.19486e-05,0.0060051,0.006288,0,-5.71201,0,1.11901,
4,5,11, 04/05 12,0,0,0.147841,0,0,1.59825,0,1.17125,2.67317,0.133684,0,1.74609,5.7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85621,1141.66,1027.6,0.433678,89.9626,100,2.29459e-05,0.0060051,0.006288,0,-9.25824,0,1.12534,
4,5,12, 04/05 13,0,0,0.147841,0,0,0.551749,0,1.16429,2.7558,0.112295,0,0.69959,4.73197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83879,1141.66,1027.6,0.374731,89.9626,100,1.9827e-05,0.0060051,0.006288,0,-10.0527,0,1.11166,
4,5,13, 04/05 14,0,0,0.147841,0,0,1.10761,0,1.19949,1.25315,0.112295,0,1.25545,3.82038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84617,1141.66,1027.6,0.374907,89.9626,100,1.98363e-05,0.0060051,0.006288,0,-10.4561,0,1.11745,
4,5,14, 04/05 15,0,0,0.147841,0,0,0.978699,0,1.25523,0.758603,0.112295,0,1.12654,3.25267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85249,1141.66,1027.6,0.446934,89.9626,100,2.36473e-05,0.0060051,0.006288,0,-10.153,0,1.12242,
4,5,15, 04/05 16,0,0,0.147841,0,0,1.04652,0,1.31846,0.797845,0.139032,0,1.19436,3.44969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83551,1141.66,1027.6,0.498957,89.9626,100,2.63998e-05,0.0060051,0.006288,0,-8.24068,0,1.10908,
4,5,16, 04/05 17,0,0,0.147841,0,0,0.535938,0,1.46661,0.904635,0.165769,0,0.683779,3.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85243,1141.66,1027.6,0.455242,89.9626,100,2.40869e-05,0.0060051,0.006288,0,-5.98256,0,1.12237,
4,5,17, 04/05 18,0,0,0.147841,0,0,0.356087,0,1.6362,1.16699,0.235285,0,0.503928,3.5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90209,1141.66,1027.6,0.578703,89.9626,100,3.06192e-05,0.0060051,0.006288,0,-3.33856,0,1.16137,
4,5,18, 04/05 19,0,0,0.147841,0,0,0.836542,0,1.75141,1.15126,0.449181,0,0.984383,4.33624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65458,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,-0.729485,0,1.75237,
4,5,19, 04/05 20,0,0,0.147841,0,0,0.989365,0,1.82072,0.861821,0.625643,0,1.13721,4.44539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65458,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75237,
4,5,20, 04/05 21,0,0,0.147841,0,0,0.762867,0,1.88679,0.65248,0.604254,0,0.910708,4.05423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65451,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75232,
4,5,21, 04/05 22,0,0,0.147841,0,0,1.30429,0,1.87458,0.543134,0.513348,0,1.45213,4.3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65468,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,22, 04/05 23,0,0,0.147841,0,0,0.430874,0,1.68373,0.482299,0.336886,0,0.578715,3.08163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65482,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75256,
4,5,23, 04/05 24,0,0,0.147841,0,0,0.198646,0,1.43535,0.463464,0.208548,0,0.346487,2.45385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66022,1141.66,1027.6,2.0839,89.9626,100,0.000110259,0.0060051,0.006288,0,0,0,1.7568,
4,5,24, 04/06 01,0,0,0.147841,0,0,0.13049,0,1.17587,0.421339,0.12299,0,0.278331,1.99853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65755,1141.66,1027.6,2.06789,89.9626,100,0.000109412,0.0060051,0.006288,0,0,0,1.75471,
4,6,1, 04/06 02,0,0,0.147841,0,0,0.270293,0,1.06761,0.406594,0.1016,0,0.418134,1.99394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54597,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66707,
4,6,2, 04/06 03,0,0,0.147841,0,0,0.658283,0,1.02562,0.394312,0.0802105,0,0.806124,2.30627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54594,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66705,
4,6,3, 04/06 04,0,0,0.147841,0,0,0.528379,0,1.01883,0.388549,0.0909053,0,0.67622,2.17451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54594,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66705,
4,6,4, 04/06 05,0,0,0.147841,0,0,0,0,0.972719,0.379281,0.112295,0,0.147841,1.61214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54543,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66664,
4,6,5, 04/06 06,0,0,0.147841,0,0,0.0469793,0,1.04744,0.442301,0.165769,0,0.194821,1.85033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54586,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66698,
4,6,6, 04/06 07,0,0,0.147841,0,0,1.16409,0,1.18863,0.509145,0.22459,0,1.31193,3.2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54603,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,-0.0147807,0,1.66712,
4,6,7, 04/06 08,0,0,0.147841,0,0,1.22966,0,1.28293,0.832036,0.219243,0,1.3775,3.71172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51443,1141.66,1027.6,1.76459,89.9626,100,9.33645e-05,0.0060051,0.006288,0,-1.29523,0,1.6423,
4,6,8, 04/06 09,0,0,0.147841,0,0,1.10754,0,1.20805,3.21782,0.181811,0,1.25538,5.86307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98527,1141.66,1027.6,1.0122,89.9626,100,5.35554e-05,0.0060051,0.006288,0,-3.83754,0,1.2267,
