20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"n/a"
,EnergyPlus:,,"n/a"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF8 Central Supply + Individual Exhaust (SZHP)"
Run Date/Time:,,,"2026-09-23 13:29:34"
NonRes Cond. Area:,,,0
Residential Cond. Area:,,,7320
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Proposed"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX01_MF_Ventilation\1b\EX01b_MF08_CSUP_IEXH_SZHP_CZ09\EX01b_MF08_CSUP_IEXH_SZHP_CZ09.cibd25x"

,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
2,3,12, 02/03 12,0,0,0.347797,0,0,2.67011,0,1.21559,2.12073,0.159559,0,3.01791,6.51379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28152,1270.19,1115.06,1.25721,89.9626,100,6.65191e-05,0.0060051,0.006288,0,-2.81364,0,1.45937,
2,3,13, 02/03 13,0,0,0.347797,0,0,1.28434,0,1.21793,13.7403,0.134029,0,1.63214,16.7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2708,1270.19,1115.06,1.24916,89.9626,100,6.60933e-05,0.0060051,0.006288,0,-1.88866,0,1.45095,
2,3,14, 02/03 14,0,0,0.347797,0,0,1.02381,0,1.24584,0.590999,0.134029,0,1.37161,3.34247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27587,1270.19,1115.06,1.20307,89.9626,100,6.36542e-05,0.0060051,0.006288,0,-3.98714,0,1.45494,
2,3,15, 02/03 15,0,0,0.347797,0,0,0.84297,0,1.29112,0.608102,0.134029,0,1.19077,3.22401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26862,1270.19,1115.06,1.19511,89.9626,100,6.32332e-05,0.0060051,0.006288,0,-5.67336,0,1.44924,
2,3,16, 02/03 16,0,0,0.347797,0,0,0.479102,0,1.32966,0.976329,0.165941,0,0.826899,3.29883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26868,1270.19,1115.06,1.20137,89.9626,100,6.35644e-05,0.0060051,0.006288,0,-5.66275,0,1.44929,
2,3,17, 02/03 17,0,0,0.347797,0,0,0.500567,0,1.504,3.44242,0.197853,0,0.848364,5.99263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30164,1270.19,1115.06,1.36474,89.9626,100,7.22083e-05,0.0060051,0.006288,0,-1.52388,0,1.47518,
2,3,18, 02/03 18,0,0,0.347797,0,0,0.50069,0,1.73415,2.17256,0.280824,0,0.848487,5.03602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51325,1270.19,1115.06,1.93411,89.9626,100,0.000102334,0.0060051,0.006288,0,-0.0863292,0,1.64137,
2,3,19, 02/03 19,0,0,0.347797,0,0,0.900767,0,1.89032,1.56394,0.536117,0,1.24856,5.23894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52221,1270.19,1115.06,1.93411,89.9626,100,0.000102334,0.0060051,0.006288,0,0,0,1.64841,
2,3,20, 02/03 20,0,0,0.347797,0,0,0.958488,0,1.98992,1.96806,0.746734,0,1.30628,6.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53898,1270.19,1115.06,1.94019,89.9626,100,0.000102655,0.0060051,0.006288,0,0,0,1.66158,
2,3,21, 02/03 21,0,0,0.347797,0,0,1.13019,0,2.07594,4.71561,0.721205,0,1.47798,8.99074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54318,1270.19,1115.06,1.94189,89.9626,100,0.000102745,0.0060051,0.006288,0,0,0,1.66488,
2,3,22, 02/03 22,0,0,0.347797,0,0,1.64788,0,2.06081,3.0195,0.612707,0,1.99568,7.6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54439,1270.19,1115.06,1.94769,89.9626,100,0.000103052,0.0060051,0.006288,0,0,0,1.66582,
2,3,23, 02/03 23,0,0,0.347797,0,0.0711035,1.27156,0,1.82588,3.47549,0.402087,0,1.69046,7.39392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54446,1270.19,1115.06,1.94769,89.9626,100,0.000103052,0.0060051,0.006288,0,0,0,1.66588,
2,3,24, 02/03 24,0,0,0.347797,0,0.0711035,0.546524,0,1.56013,1.20511,0.248912,0,0.965424,3.97957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54458,1270.19,1115.06,1.94538,89.9626,100,0.00010293,0.0060051,0.006288,0,0,0,1.66598,
2,4,1, 02/04 01,0,0,0.347797,0,0.0711035,3.72913,0,1.25189,2.04379,0.146794,0,4.14803,7.5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61972,1270.19,1115.06,2.13596,89.9626,100,0.000113014,0.0060051,0.006288,0,0,0,1.72499,
2,4,2, 02/04 02,0,0,0.347797,0,0.0711035,0,0,1.13927,0.89754,0.121265,0,0.4189,2.57697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61372,1270.19,1115.06,2.13251,89.9626,100,0.000112831,0.0060051,0.006288,0,0,0,1.72028,
2,4,3, 02/04 03,0,0,0.347797,0,0.0711035,0,0,1.09468,0.614177,0.0957354,0,0.4189,2.2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60521,1270.19,1115.06,2.12563,89.9626,100,0.000112467,0.0060051,0.006288,0,0,0,1.71359,
2,4,4, 02/04 04,0,0,0.347797,0,0.0711035,0.393511,0,1.08789,0.379782,0.1085,0,0.812411,2.38859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60797,1270.19,1115.06,2.12733,89.9626,100,0.000112557,0.0060051,0.006288,0,0,0,1.71576,
2,4,5, 02/04 05,0,0,0.347797,0,0.0711035,0.502691,0,1.03578,0.368499,0.134029,0,0.921592,2.4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6089,1270.19,1115.06,2.12902,89.9626,100,0.000112647,0.0060051,0.006288,0,0,0,1.7165,
2,4,6, 02/04 06,0,0,0.347797,0,0.0711035,0.0646912,0,1.12334,0.656341,0.197853,0,0.483592,2.46113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60954,1270.19,1115.06,2.13252,89.9626,100,0.000112832,0.0060051,0.006288,0,0,0,1.717,
2,4,7, 02/04 07,0,0,0.347797,0,0.0711035,0.150292,0,1.2834,2.39886,0.268059,0,0.569192,4.51951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60946,1270.19,1115.06,2.13592,89.9626,100,0.000113011,0.0060051,0.006288,0,0,0,1.71693,
2,4,8, 02/04 08,0,0,0.347797,0,0.0711035,1.42443,0,1.38239,0.927162,0.261677,0,1.84333,4.41456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8432,1270.19,1115.06,1.47368,89.9626,100,7.79725e-05,0.0060051,0.006288,0,-2.0059,0,1.11512,
2,4,9, 02/04 09,0,0,0.347797,0,0,2.29287,0,1.28153,0.580358,0.217,0,2.64067,4.71955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7544,1270.19,1115.06,0.078517,89.9626,100,4.15433e-06,0.0060051,0.006288,0,-5.28924,0,0.259993,
2,4,10, 02/04 10,0,0,0.347797,0,0,2.43018,0,1.20187,0.524373,0.185088,0,2.77798,4.6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77632,1270.19,1115.06,0.0688813,89.9626,100,3.64451e-06,0.0060051,0.006288,0,-7.98712,0,0.277213,
2,4,11, 02/04 11,0,0,0.347797,0,0,1.57081,0,1.21559,0.509533,0.172324,0,1.91861,3.81605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75654,1270.19,1115.06,0.0663929,89.9626,100,3.51285e-06,0.0060051,0.006288,0,-9.716,0,0.261678,
2,4,12, 02/04 12,0,0,0.347797,0,0,1.82571,0,1.21559,1.08131,0.159559,0,2.1735,4.62996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79684,1270.19,1115.06,0.0663929,89.9626,100,3.51285e-06,0.0060051,0.006288,0,-10.6377,0,0.293326,
2,4,13, 02/04 13,0,0,0.347797,0,0,0.858434,0,1.21793,0.82025,0.134029,0,1.20623,3.37844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7485,1270.19,1115.06,0.0663929,89.9626,100,3.51285e-06,0.0060051,0.006288,0,-10.6884,0,0.255364,
2,4,14, 02/04 14,0,0,0.347797,0,0,0,0,1.24584,0.588505,0.134029,0,0.347797,2.31617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81707,1270.19,1115.06,0.0639045,89.9626,100,3.38119e-06,0.0060051,0.006288,0,-9.90196,0,0.309215,
2,4,15, 02/04 15,0,0,0.347797,0,0,0.132459,0,1.29112,0.706327,0.134029,0,0.480256,2.61173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76384,1270.19,1115.06,0.0663929,89.9626,100,3.51285e-06,0.0060051,0.006288,0,-8.26998,0,0.267413,
2,4,16, 02/04 16,0,0,0.347797,0,0,0.980278,0,1.32966,1.97117,0.165941,0,1.32808,4.79484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89477,1270.19,1115.06,0.0736461,89.9626,100,3.89662e-06,0.0060051,0.006288,0,-5.73298,0,0.370243,
2,4,17, 02/04 17,0,0,0.347797,0,0,0.642663,0,1.504,4.63881,0.197853,0,0.99046,7.33112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19335,1270.19,1115.06,0.486877,89.9626,100,2.57607e-05,0.0060051,0.006288,0,-2.47626,0,0.60474,
2,4,18, 02/04 18,0,0,0.347797,0,0,0.368131,0,1.73415,2.33015,0.280824,0,0.715928,5.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78386,1270.19,1115.06,2.63398,89.9626,100,0.000139364,0.0060051,0.006288,0,-0.102828,0,1.8539,
2,4,19, 02/04 19,0,0,0.347797,0,0,0,0,1.89032,1.56592,0.536117,0,0.347797,4.34015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78381,1270.19,1115.06,2.64749,89.9626,100,0.000140079,0.0060051,0.006288,0,0,0,1.85387,
2,4,20, 02/04 20,0,0,0.347797,0,0,0.216516,0,1.98992,1.15223,0.746734,0,0.564313,4.45319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78325,1270.19,1115.06,2.64638,89.9626,100,0.00014002,0.0060051,0.006288,0,0,0,1.85343,
2,4,21, 02/04 21,0,0,0.347797,0,0,1.31986,0,2.07594,1.51311,0.721205,0,1.66765,5.97791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78623,1270.19,1115.06,2.64887,89.9626,100,0.000140152,0.0060051,0.006288,0,0,0,1.85576,
2,4,22, 02/04 22,0,0,0.347797,0,0,1.12881,0,2.06081,2.16318,0.612707,0,1.47661,6.31331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78586,1270.19,1115.06,2.64915,89.9626,100,0.000140166,0.0060051,0.006288,0,0,0,1.85548,
2,4,23, 02/04 23,0,0,0.347797,0,0,1.97921,0,1.82588,0.499619,0.402087,0,2.32701,5.05459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78584,1270.19,1115.06,2.64731,89.9626,100,0.000140069,0.0060051,0.006288,0,0,0,1.85546,
2,4,24, 02/04 24,0,0,0.347797,0,0.0711035,1.69861,0,1.56013,0.454652,0.248912,0,2.11751,4.38121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78581,1270.19,1115.06,2.64409,89.9626,100,0.000139899,0.0060051,0.006288,0,0,0,1.85544,
2,5,1, 02/05 01,0,0,0.347797,0,0.0711035,0.184661,0,1.25189,0.416614,0.146794,0,0.603561,2.41886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81757,1270.19,1115.06,2.70291,89.9626,100,0.000143011,0.0060051,0.006288,0,0,0,1.88038,
2,5,2, 02/05 02,0,0,0.347797,0,0.0711035,0.769814,0,1.13927,0.400143,0.121265,0,1.18871,2.84939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81316,1270.19,1115.06,2.68684,89.9626,100,0.000142161,0.0060051,0.006288,0,0,0,1.87691,
2,5,3, 02/05 03,0,0,0.347797,0,0.0711035,0.936038,0,1.09468,0.386052,0.0957354,0,1.35494,2.93141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81307,1270.19,1115.06,2.68776,89.9626,100,0.00014221,0.0060051,0.006288,0,0,0,1.87684,
2,5,4, 02/05 04,0,0,0.347797,0,0.0711035,0,0,1.08789,0.3791,0.1085,0,0.4189,1.99439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81217,1270.19,1115.06,2.68658,89.9626,100,0.000142147,0.0060051,0.006288,0,0,0,1.87614,
2,5,5, 02/05 05,0,0,0.347797,0,0.0711035,0.790745,0,1.03578,0.366946,0.134029,0,1.20965,2.7464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81066,1270.19,1115.06,2.68658,89.9626,100,0.000142147,0.0060051,0.006288,0,0,0,1.87495,
2,5,6, 02/05 06,0,0,0.347797,0,0.0711035,0,0,1.12334,0.43526,0.197853,0,0.4189,2.17536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81194,1270.19,1115.06,2.68443,89.9626,100,0.000142033,0.0060051,0.006288,0,0,0,1.87596,
2,5,7, 02/05 07,0,0,0.347797,0,0.0711035,0,0,1.2834,0.510013,0.268059,0,0.4189,2.48038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81306,1270.19,1115.06,2.68561,89.9626,100,0.000142096,0.0060051,0.006288,0,0,0,1.87684,
2,5,8, 02/05 08,0,0,0.347797,0,0.0711035,0.385328,0,1.38239,1.21518,0.261677,0,0.804229,3.66348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61512,1270.19,1115.06,2.38281,89.9626,100,0.000126075,0.0060051,0.006288,0,-2.20748,0,1.72138,
2,5,9, 02/05 09,0,0,0.347797,0,0.0711035,0.830659,0,1.28153,2.00859,0.217,0,1.24956,4.75667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40227,1270.19,1115.06,0.132658,89.9626,100,7.01891e-06,0.0060051,0.006288,0,-5.5605,0,0.76882,
2,5,10, 02/05 10,0,0,0.347797,0,0,1.43754,0,1.20187,1.65094,0.185088,0,1.78534,4.82324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39342,1270.19,1115.06,0.0516049,89.9626,100,2.73042e-06,0.0060051,0.006288,0,-8.07643,0,0.761871,
2,5,11, 02/05 11,0,0,0.347797,0,0,2.72484,0,1.21559,0.938996,0.172324,0,3.07264,5.39954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39619,1270.19,1115.06,0.0516049,89.9626,100,2.73042e-06,0.0060051,0.006288,0,-9.73926,0,0.764048,
2,5,12, 02/05 12,0,0,0.347797,0,0,2.12072,0,1.21559,3.32494,0.159559,0,2.46852,7.16861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40548,1270.19,1115.06,0.0492225,89.9626,100,2.60436e-06,0.0060051,0.006288,0,-10.5369,0,0.771347,
2,5,13, 02/05 13,0,0,0.347797,0,0,1.18083,0,1.21793,7.26304,0.134029,0,1.52863,10.1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39857,1270.19,1115.06,0.0492225,89.9626,100,2.60436e-06,0.0060051,0.006288,0,-10.53,0,0.765914,
2,5,14, 02/05 14,0,0,0.347797,0,0,1.32408,0,1.24584,1.64411,0.134029,0,1.67187,4.69585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4108,1270.19,1115.06,0.0505931,89.9626,100,2.67688e-06,0.0060051,0.006288,0,-9.89883,0,0.775525,
2,5,15, 02/05 15,0,0,0.347797,0,0,0.457244,0,1.29112,3.49262,0.134029,0,0.805041,5.7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41136,1270.19,1115.06,0.0478519,89.9626,100,2.53184e-06,0.0060051,0.006288,0,-8.40183,0,0.77596,
2,5,16, 02/05 16,0,0,0.347797,0,0,0.999244,0,1.32966,4.0651,0.165941,0,1.34704,6.90774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41451,1270.19,1115.06,0.055358,89.9626,100,2.92899e-06,0.0060051,0.006288,0,-5.91834,0,0.778441,
2,5,17, 02/05 17,0,0,0.347797,0,0,1.04394,0,1.504,5.08098,0.197853,0,1.39174,8.17457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96231,1270.19,1115.06,1.11572,89.9626,100,5.90329e-05,0.0060051,0.006288,0,-2.56036,0,1.20867,
2,5,18, 02/05 18,0,0,0.347797,0,0,0.905133,0,1.73415,3.18759,0.280824,0,1.25293,6.45549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17401,1270.19,1115.06,3.44371,89.9626,100,0.000182207,0.0060051,0.006288,0,-0.105669,0,2.16032,
2,5,19, 02/05 19,0,0,0.347797,0,0,0.500374,0,1.89032,1.56494,0.536117,0,0.848171,4.83955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17496,1270.19,1115.06,3.44988,89.9626,100,0.000182533,0.0060051,0.006288,0,0,0,2.16107,
2,5,20, 02/05 20,0,0,0.347797,0,0,0.316329,0,1.98992,1.82062,0.746734,0,0.664126,5.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17142,1270.19,1115.06,3.43544,89.9626,100,0.000181769,0.0060051,0.006288,0,0,0,2.15829,
2,5,21, 02/05 21,0,0,0.347797,0,0,0.215848,0,2.07594,2.16368,0.721205,0,0.563645,5.52447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1669,1270.19,1115.06,3.43076,89.9626,100,0.000181522,0.0060051,0.006288,0,0,0,2.15473,
2,5,22, 02/05 22,0,0,0.347797,0,0.0711035,0.561599,0,2.06081,2.29244,0.612707,0,0.980499,5.94646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16709,1270.19,1115.06,3.43498,89.9626,100,0.000181745,0.0060051,0.006288,0,0,0,2.15489,
2,5,23, 02/05 23,0,0,0.347797,0,0.0711035,1.06087,0,1.82588,0.564808,0.402087,0,1.47977,4.27255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16577,1270.19,1115.06,3.4366,89.9626,100,0.000181831,0.0060051,0.006288,0,0,0,2.15385,
2,5,24, 02/05 24,0,0,0.347797,0,0.0711035,0.91881,0,1.56013,1.20284,0.248912,0,1.33771,4.34959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.171,1270.19,1115.06,3.44427,89.9626,100,0.000182236,0.0060051,0.006288,0,0,0,2.15796,
2,6,1, 02/06 01,0,0,0.347797,0,0.0711035,1.84276,0,1.25189,2.04193,0.146794,0,2.26166,5.70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9473,1270.19,1115.06,2.96407,89.9626,100,0.000156829,0.0060051,0.006288,0,0,0,1.98227,
2,6,2, 02/06 02,0,0,0.347797,0,0.0711035,0.921423,0,1.13927,0.398915,0.121265,0,1.34032,2.99977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94648,1270.19,1115.06,2.96158,89.9626,100,0.000156697,0.0060051,0.006288,0,0,0,1.98163,
2,6,3, 02/06 03,0,0,0.347797,0,0.0711035,0.489881,0,1.09468,0.384886,0.0957354,0,0.908782,2.48409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94582,1270.19,1115.06,2.96158,89.9626,100,0.000156697,0.0060051,0.006288,0,0,0,1.98111,
2,6,4, 02/06 04,0,0,0.347797,0,0.0711035,1.19678,0,1.08789,0.378232,0.1085,0,1.61568,3.19031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94638,1270.19,1115.06,2.96341,89.9626,100,0.000156794,0.0060051,0.006288,0,0,0,1.98155,
2,6,5, 02/06 05,0,0,0.347797,0,0.0711035,0,0,1.03578,0.366257,0.134029,0,0.4189,1.95496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93953,1270.19,1115.06,2.94142,89.9626,100,0.00015563,0.0060051,0.006288,0,0,0,1.97617,
2,6,6, 02/06 06,0,0,0.347797,0,0.0711035,0,0,1.12334,0.434372,0.197853,0,0.4189,2.17447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94485,1270.19,1115.06,2.95464,89.9626,100,0.00015633,0.0060051,0.006288,0,0,0,1.98035,
2,6,7, 02/06 07,0,0,0.347797,0,0.0711035,2.48509,0,1.2834,0.509114,0.268059,0,2.90399,4.96457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94568,1270.19,1115.06,2.96742,89.9626,100,0.000157006,0.0060051,0.006288,0,0,0,1.981,
2,6,8, 02/06 08,0,0,0.347797,0,0.0711035,0.302294,0,1.38239,1.1072,0.261677,0,0.721194,3.47246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92449,1270.19,1115.06,2.89876,89.9626,100,0.000153374,0.0060051,0.006288,0,-1.47303,0,1.96435,
2,6,9, 02/06 09,0,0,0.347797,0,0.0711035,0.465469,0,1.28153,0.779773,0.217,0,0.884369,3.16267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05315,1270.19,1115.06,1.37496,89.9626,100,7.27491e-05,0.0060051,0.006288,0,-4.28445,0,1.28002,
2,6,10, 02/06 10,0,0,0.347797,0,0,1.46321,0,1.20187,1.5029,0.185088,0,1.81101,4.70086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88356,1270.19,1115.06,0.399969,89.9626,100,2.11624e-05,0.0060051,0.006288,0,-7.69564,0,1.14682,
2,6,11, 02/06 11,0,0,0.347797,0,0,1.83561,0,1.21559,3.20771,0.172324,0,2.18341,6.77903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88229,1270.19,1115.06,0.388682,89.9626,100,2.05651e-05,0.0060051,0.006288,0,-8.4888,0,1.14583,
2,6,12, 02/06 12,0,0,0.347797,0,0,1.81828,0,1.21559,1.02328,0.159559,0,2.16608,4.5645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89311,1270.19,1115.06,0.40156,89.9626,100,2.12465e-05,0.0060051,0.006288,0,-10.2578,0,1.15432,
2,6,13, 02/06 13,0,0,0.347797,0,0,1.60403,0,1.21793,2.79347,0.134029,0,1.95183,6.09725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88401,1270.19,1115.06,0.385649,89.9626,100,2.04047e-05,0.0060051,0.006288,0,-10.2723,0,1.14718,
2,6,14, 02/06 14,0,0,0.347797,0,0,1.00088,0,1.24584,0.584491,0.134029,0,1.34868,3.31304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88842,1270.19,1115.06,0.40041,89.9626,100,2.11857e-05,0.0060051,0.006288,0,-9.46926,0,1.15064,
2,6,15, 02/06 15,0,0,0.347797,0,0,0.605719,0,1.29112,1.32963,0.134029,0,0.953516,3.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89323,1270.19,1115.06,0.393762,89.9626,100,2.08339e-05,0.0060051,0.006288,0,-8.05633,0,1.15442,
