20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"n/a"
,EnergyPlus:,,"n/a"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF08 Individual Supply + Central Exhaust (SZHP)"
Run Date/Time:,,,"2026-09-23 13:25:25"
NonRes Cond. Area:,,,0
Residential Cond. Area:,,,7320
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Proposed"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX01_MF_Ventilation\1a\EX01a_MF08_ISUP_CEXH_SZHP_CZ09\EX01a_MF08_ISUP_CEXH_SZHP_CZ09.cibd25x"

,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
1,23,15, 01/23 15,0,0,0.259461,0,0,0.0597969,0,1.40086,2.84878,0.143689,0,0.319258,4.71259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84984,1269.81,1106.78,0.77067,89.9626,100,4.07762e-05,0.0060051,0.006288,0,-7.83306,0,1.12034,
1,23,16, 01/23 16,0,0,0.259461,0,0,0.840951,0,1.44256,1.98986,0.177901,0,1.10041,4.71073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88115,1269.81,1106.78,0.860421,89.9626,100,4.55249e-05,0.0060051,0.006288,0,-4.91759,0,1.14493,
1,23,17, 01/23 17,0,0,0.259461,0,0,1.36144,0,1.62943,3.03751,0.212113,0,1.6209,6.49996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67901,1269.81,1106.78,2.4591,89.9626,100,0.000130111,0.0060051,0.006288,0,-1.27942,0,1.77156,
1,23,18, 01/23 18,0,0,0.259461,0,0,1.70234,0,1.87574,1.92217,0.301063,0,1.96181,6.06077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16559,1269.81,1106.78,3.43068,89.9626,100,0.000181517,0.0060051,0.006288,0,0,0,2.15371,
1,23,19, 01/23 19,0,0,0.259461,0,0,1.27565,0,2.04213,3.88945,0.574758,0,1.53512,8.04146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16856,1269.81,1106.78,3.444,89.9626,100,0.000182222,0.0060051,0.006288,0,0,0,2.15604,
1,23,20, 01/23 20,0,0,0.259461,0,0,1.55688,0,2.14768,2.01971,0.800555,0,1.81634,6.78428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16836,1269.81,1106.78,3.44527,89.9626,100,0.000182289,0.0060051,0.006288,0,0,0,2.15588,
1,23,21, 01/23 21,0,0,0.259461,0,0,1.17005,0,2.23908,2.20368,0.773183,0,1.42951,6.64545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16862,1269.81,1106.78,3.44768,89.9626,100,0.000182417,0.0060051,0.006288,0,0,0,2.15609,
1,23,22, 01/23 22,0,0,0.259461,0,0,1.92675,0,2.22228,2.05952,0.656865,0,2.18621,7.12488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17003,1269.81,1106.78,3.45383,89.9626,100,0.000182742,0.0060051,0.006288,0,0,0,2.1572,
1,23,23, 01/23 23,0,0,0.259461,0,0,1.5465,0,1.97035,4.24427,0.431067,0,1.80596,8.45164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17006,1269.81,1106.78,3.45383,89.9626,100,0.000182742,0.0060051,0.006288,0,0,0,2.15722,
1,23,24, 01/23 24,0,0,0.259461,0,0,1.0453,0,1.68828,1.62722,0.266851,0,1.30476,4.88711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17008,1269.81,1106.78,3.45383,89.9626,100,0.000182742,0.0060051,0.006288,0,0,0,2.15723,
1,24,1, 01/24 01,0,0,0.259461,0,0,0.138542,0,1.36184,0.447847,0.157374,0,0.398004,2.36507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22521,1269.81,1106.78,3.60506,89.9626,100,0.000190744,0.0060051,0.006288,0,0,0,2.20054,
1,24,2, 01/24 02,0,0,0.259461,0,0,0.0990044,0,1.25303,0.423032,0.130004,0,0.358466,2.16453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22516,1269.81,1106.78,3.60178,89.9626,100,0.00019057,0.0060051,0.006288,0,0,0,2.20049,
1,24,3, 01/24 03,0,0,0.259461,0,0,0.47766,0,1.18786,0.409465,0.102635,0,0.737122,2.43708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22396,1269.81,1106.78,3.59762,89.9626,100,0.00019035,0.0060051,0.006288,0,0,0,2.19955,
1,24,4, 01/24 04,0,0,0.259461,0,0.0710671,0.645977,0,1.18448,0.399336,0.11632,0,0.976506,2.67664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22189,1269.81,1106.78,3.59017,89.9626,100,0.000189956,0.0060051,0.006288,0,0,0,2.19792,
1,24,5, 01/24 05,0,0,0.259461,0,0.0710671,0.702552,0,1.12495,0.387871,0.143689,0,1.03308,2.68959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22076,1269.81,1106.78,3.58322,89.9626,100,0.000189588,0.0060051,0.006288,0,0,0,2.19704,
1,24,6, 01/24 06,0,0,0.259461,0,0.0710671,0.531291,0,1.219,0.397384,0.212113,0,0.86182,2.69032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2207,1269.81,1106.78,3.59681,89.9626,100,0.000190307,0.0060051,0.006288,0,0,0,2.197,
1,24,7, 01/24 07,0,0,0.259461,0,0.0710671,0,0,1.369,0.58507,0.287378,0,0.330529,2.57197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22185,1269.81,1106.78,3.59519,89.9626,100,0.000190221,0.0060051,0.006288,0,0,0,2.1979,
1,24,8, 01/24 08,0,0,0.259461,0,0.0710671,0.37201,0,1.47074,2.04296,0.280536,0,0.702539,4.49677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2079,1269.81,1106.78,3.57692,89.9626,100,0.000189255,0.0060051,0.006288,0,-1.73559,0,2.18694,
1,24,9, 01/24 09,0,0,0.259461,0,0,0.974128,0,1.38294,2.79009,0.23264,0,1.23359,5.63926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26615,1269.81,1106.78,2.13387,89.9626,100,0.000112903,0.0060051,0.006288,0,-5.03072,0,1.4473,
1,24,10, 01/24 10,0,0,0.259461,0,0,1.35245,0,1.32977,2.38989,0.198428,0,1.61191,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23649,1269.81,1106.78,1.75888,89.9626,100,9.30625e-05,0.0060051,0.006288,0,-7.48764,0,1.42401,
1,24,11, 01/24 11,0,0,0.259461,0,0,1.2113,0,1.35231,4.76003,0.184743,0,1.47076,7.76784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23502,1269.81,1106.78,1.34899,89.9626,100,7.13751e-05,0.0060051,0.006288,0,-8.97942,0,1.42286,
1,24,12, 01/24 12,0,0,0.259461,0,0,0.761328,0,1.33088,3.96869,0.171058,0,1.02079,6.49142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24129,1269.81,1106.78,1.33802,89.9626,100,7.07947e-05,0.0060051,0.006288,0,-9.70337,0,1.42778,
1,24,13, 01/24 13,0,0,0.259461,0,0,0.533289,0,1.31879,1.22938,0.143689,0,0.792751,3.48461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23975,1269.81,1106.78,1.3282,89.9626,100,7.02753e-05,0.0060051,0.006288,0,-9.66921,0,1.42657,
1,24,14, 01/24 14,0,0,0.259461,0,0,0.421366,0,1.35906,0.827356,0.143689,0,0.680828,3.01093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23328,1269.81,1106.78,1.32247,89.9626,100,6.99719e-05,0.0060051,0.006288,0,-9.01751,0,1.42149,
1,24,15, 01/24 15,0,0,0.259461,0,0,0,0,1.42556,0.84207,0.143689,0,0.259461,2.67078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23265,1269.81,1106.78,1.3178,89.9626,100,6.97248e-05,0.0060051,0.006288,0,-7.42896,0,1.42099,
1,24,16, 01/24 16,0,0,0.259461,0,0,0.0583621,0,1.49922,0.885836,0.177901,0,0.317824,2.88078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2606,1269.81,1106.78,1.35802,89.9626,100,7.18527e-05,0.0060051,0.006288,0,-3.92391,0,1.44294,
1,24,17, 01/24 17,0,0,0.259461,0,0,0.994952,0,1.68241,1.02331,0.212113,0,1.25441,4.17224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93839,1269.81,1106.78,2.91331,89.9626,100,0.000154143,0.0060051,0.006288,0,-1.93818,0,1.97527,
1,24,18, 01/24 18,0,0,0.259461,0,0,1.11121,0,1.89695,1.33739,0.301063,0,1.37067,4.90607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22066,1269.81,1106.78,3.59183,89.9626,100,0.000190044,0.0060051,0.006288,0,-0.015258,0,2.19696,
1,24,19, 01/24 19,0,0,0.259461,0,0,0.819878,0,2.03865,1.30506,0.574758,0,1.07934,4.99781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22416,1269.81,1106.78,3.59689,89.9626,100,0.000190311,0.0060051,0.006288,0,0,0,2.19971,
1,24,20, 01/24 20,0,0,0.259461,0,0,0.929466,0,2.11929,0.950612,0.800555,0,1.18893,5.05939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22387,1269.81,1106.78,3.59183,89.9626,100,0.000190044,0.0060051,0.006288,0,0,0,2.19948,
1,24,21, 01/24 21,0,0,0.259461,0,0,0.518798,0,2.19655,0.695755,0.773183,0,0.778259,4.44375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2237,1269.81,1106.78,3.59017,89.9626,100,0.000189956,0.0060051,0.006288,0,0,0,2.19935,
1,24,22, 01/24 22,0,0,0.259461,0,0,0.499879,0,2.17607,0.56521,0.656865,0,0.75934,4.15748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22446,1269.81,1106.78,3.60178,89.9626,100,0.00019057,0.0060051,0.006288,0,0,0,2.19995,
1,24,23, 01/24 23,0,0,0.259461,0,0,0.817335,0,1.94545,0.758466,0.431067,0,1.0768,4.21178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22452,1269.81,1106.78,3.60676,89.9626,100,0.000190834,0.0060051,0.006288,0,0,0,2.19999,
1,24,24, 01/24 24,0,0,0.259461,0,0,0.174133,0,1.65907,2.6573,0.266851,0,0.433594,5.01682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75881,1269.81,1106.78,3.59985,89.9626,100,0.000190468,0.0060051,0.006288,0.000634796,0,0,3.405,
1,25,1, 01/25 01,0,0,0.259461,0,0,0.127075,0,1.36184,0.443678,0.157374,0,0.386536,2.34943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1295,1269.81,1106.78,3.85142,89.9626,100,0.000203779,0.0060051,0.006288,0.000735461,0,0,3.69613,
1,25,2, 01/25 02,0,0,0.259461,0,0,0.582355,0,1.25303,0.41917,0.130004,0,0.841817,2.64402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23547,1269.81,1106.78,3.846,89.9626,100,0.000203492,0.0060051,0.006288,0.000365846,0,0,2.99398,
1,25,3, 01/25 03,0,0,0.259461,0,0,0.481616,0,1.18786,0.405638,0.102635,0,0.741077,2.43721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52647,1269.81,1106.78,3.846,89.9626,100,0.000203492,0.0060051,0.006288,7.26e-05,0,0,2.43714,
1,25,4, 01/25 04,0,0,0.259461,0,0,0.96823,0,1.18448,0.395893,0.11632,0,1.22769,2.92438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34626,1269.81,1106.78,3.82914,89.9626,100,0.0002026,0.0060051,0.006288,0,0,0,2.29561,
1,25,5, 01/25 05,0,0,0.259461,0,0,0.66484,0,1.12495,0.384469,0.143689,0,0.924302,2.57741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3444,1269.81,1106.78,3.79558,89.9626,100,0.000200824,0.0060051,0.006288,0,0,0,2.29414,
1,25,6, 01/25 06,0,0,0.259461,0,0,0.398292,0,1.219,0.394624,0.212113,0,0.657754,2.48349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47784,1269.81,1106.78,3.83501,89.9626,100,0.00020291,0.0060051,0.006288,5.57e-05,0,0,2.39895,
1,25,7, 01/25 07,0,0,0.259461,0,0.0710671,0.312968,0,1.369,0.4346,0.287378,0,0.643497,2.73447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51017,1269.81,1106.78,3.83916,89.9626,100,0.00020313,0.0060051,0.006288,6.87e-05,0,0,2.42434,
1,25,8, 01/25 08,0,0,0.259461,0,0,0.0883043,0,1.47074,0.567579,0.280536,0,0.347766,2.66662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41719,1269.81,1106.78,3.83742,89.9626,100,0.000203038,0.0060051,0.006288,3.18e-05,-0.605622,0,2.35131,
1,25,9, 01/25 09,0,0,0.259461,0,0,0,0,1.38294,0.740484,0.23264,0,0.259461,2.61553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73646,1269.81,1106.78,2.74636,89.9626,100,0.00014531,0.0060051,0.006288,0,-3.8015,0,1.81668,
1,25,10, 01/25 10,0,0,0.259461,0,0,0.268581,0,1.32977,0.728946,0.198428,0,0.528042,2.78519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56618,1269.81,1106.78,2.31771,89.9626,100,0.00012263,0.0060051,0.006288,0,-5.6423,0,1.68294,
1,25,11, 01/25 11,0,0,0.259461,0,0,1.92915,0,1.35231,0.710268,0.184743,0,2.18861,4.43593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56437,1269.81,1106.78,2.02476,89.9626,100,0.00010713,0.0060051,0.006288,0,-8.20505,0,1.68152,
1,25,12, 01/25 12,0,0,0.259461,0,0,0.960943,0,1.33088,0.776301,0.171058,0,1.2204,3.49865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56728,1269.81,1106.78,1.95192,89.9626,100,0.000103276,0.0060051,0.006288,0,-9.32262,0,1.6838,
1,25,13, 01/25 13,0,0,0.259461,0,0,0.744595,0,1.31879,0.836758,0.143689,0,1.00406,3.3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56614,1269.81,1106.78,1.94201,89.9626,100,0.000102752,0.0060051,0.006288,0,-8.96319,0,1.68291,
1,25,14, 01/25 14,0,0,0.259461,0,0,0.619267,0,1.35906,0.820989,0.143689,0,0.878729,3.20246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56491,1269.81,1106.78,1.93176,89.9626,100,0.000102209,0.0060051,0.006288,0,-9.00486,0,1.68194,
1,25,15, 01/25 15,0,0,0.259461,0,0,0.506289,0,1.42556,0.835865,0.143689,0,0.765751,3.17086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56309,1269.81,1106.78,1.9277,89.9626,100,0.000101995,0.0060051,0.006288,0,-7.54733,0,1.68052,
1,25,16, 01/25 16,0,0,0.259461,0,0,0.270773,0,1.49922,0.881669,0.177901,0,0.530234,3.08903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56733,1269.81,1106.78,1.92484,89.9626,100,0.000101844,0.0060051,0.006288,0,-5.082,0,1.68385,
1,25,17, 01/25 17,0,0,0.259461,0,0,0.844488,0,1.68241,1.01876,0.212113,0,1.10395,4.01723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99099,1269.81,1106.78,3.02245,89.9626,100,0.000159918,0.0060051,0.006288,0,-1.89316,0,2.01658,
1,25,18, 01/25 18,0,0,0.259461,0,0,0.0618432,0,1.89695,1.33468,0.301063,0,0.321305,3.85399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34701,1269.81,1106.78,3.83638,89.9626,100,0.000202983,0.0060051,0.006288,0,-0.0098039,0,2.29619,
1,25,19, 01/25 19,0,0,0.259461,0,0,0.784549,0,2.03865,1.30338,0.574758,0,1.04401,4.9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35434,1269.81,1106.78,3.84492,89.9626,100,0.000203434,0.0060051,0.006288,0,0,0,2.30195,
1,25,20, 01/25 20,0,0,0.259461,0,0,1.0114,0,2.11929,0.948432,0.800555,0,1.27087,5.13914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35426,1269.81,1106.78,3.84354,89.9626,100,0.000203362,0.0060051,0.006288,0,0,0,2.30189,
1,25,21, 01/25 21,0,0,0.259461,0,0,1.20012,0,2.19655,0.69359,0.773183,0,1.45958,5.1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35484,1269.81,1106.78,3.8497,89.9626,100,0.000203688,0.0060051,0.006288,0,0,0,2.30234,
1,25,22, 01/25 22,0,0,0.259461,0,0,1.23038,0,2.17607,0.821743,0.656865,0,1.48984,5.14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35375,1269.81,1106.78,3.85493,89.9626,100,0.000203964,0.0060051,0.006288,0,0,0,2.30149,
1,25,23, 01/25 23,0,0,0.259461,0,0,0.842765,0,1.94545,1.7402,0.431067,0,1.10223,5.21894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35378,1269.81,1106.78,3.85493,89.9626,100,0.000203964,0.0060051,0.006288,0,0,0,2.30151,
1,25,24, 01/25 24,0,0,0.259461,0,0,0.213291,0,1.65907,7.02608,0.266851,0,0.472753,9.42475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35449,1269.81,1106.78,3.85493,89.9626,100,0.000203964,0.0060051,0.006288,0,0,0,2.30207,
1,26,1, 01/26 01,0,0,0.259461,0,0,0.458308,0,1.35815,0.432011,0.157374,0,0.717769,2.6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24196,1269.81,1106.78,3.6541,89.9626,100,0.000193339,0.0060051,0.006288,0,0,0,2.21369,
1,26,2, 01/26 02,0,0,0.259461,0,0,0.512179,0,1.23878,0.932251,0.130004,0,0.77164,3.07268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6727,1269.81,1106.78,3.65625,89.9626,100,0.000193452,0.0060051,0.006288,0.000178286,0,0,2.55198,
1,26,3, 01/26 03,0,0,0.259461,0,0,0,0,1.19145,0.609843,0.102635,0,0.259461,2.16339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46558,1269.81,1106.78,3.65507,89.9626,100,0.00019339,0.0060051,0.006288,9.31e-05,0,0,2.38932,
1,26,4, 01/26 04,0,0,0.259461,0,0,0.0249117,0,1.18438,0.39508,0.11632,0,0.284373,1.98015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23936,1269.81,1106.78,3.64708,89.9626,100,0.000192967,0.0060051,0.006288,0,0,0,2.21164,
1,26,5, 01/26 05,0,0,0.259461,0,0.0710671,0.429822,0,1.12854,0.385115,0.143689,0,0.760351,2.4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23792,1269.81,1106.78,3.64891,89.9626,100,0.000193064,0.0060051,0.006288,0,0,0,2.21052,
1,26,6, 01/26 06,0,0,0.259461,0,0.0710671,0.0225307,0,1.22259,0.458836,0.212113,0,0.353059,2.2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23716,1269.81,1106.78,3.64891,89.9626,100,0.000193064,0.0060051,0.006288,0,0,0,2.20992,
1,26,7, 01/26 07,0,0,0.259461,0,0.0710671,0.936689,0,1.39369,0.530506,0.287378,0,1.26722,3.47879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31804,1269.81,1106.78,3.65523,89.9626,100,0.000193398,0.0060051,0.006288,3.29e-05,0,0,2.27344,
1,26,8, 01/26 08,0,0,0.259461,0,0,1.80772,0,1.49912,0.603411,0.280536,0,2.06718,4.45025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78691,1269.81,1106.78,3.61244,89.9626,100,0.000191134,0.0060051,0.006288,0.000236727,-1.01821,0,2.64168,
1,26,9, 01/26 09,0,0,0.259461,0,0,1.59337,0,1.3898,0.596887,0.23264,0,1.85283,4.07216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57988,1269.81,1106.78,2.19954,89.9626,100,0.000116378,0.0060051,0.006288,0.000131727,-4.54962,0,1.6937,
1,26,10, 01/26 10,0,0,0.259461,0,0,0.869756,0,1.30466,0.543229,0.198428,0,1.12922,3.17554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23175,1269.81,1106.78,1.81505,89.9626,100,9.60345e-05,0.0060051,0.006288,0,-6.33375,0,1.42029,
1,26,11, 01/26 11,0,0,0.259461,0,0,1.12216,0,1.32012,0.649668,0.184743,0,1.38163,3.53616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23171,1269.81,1106.78,1.77683,89.9626,100,9.40118e-05,0.0060051,0.006288,0,-7.24495,0,1.42025,
1,26,12, 01/26 12,0,0,0.259461,0,0,1.34289,0,1.32012,1.74271,0.171058,0,1.60235,4.83624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23186,1269.81,1106.78,1.6997,89.9626,100,8.99309e-05,0.0060051,0.006288,0,-9.04116,0,1.42037,
1,26,13, 01/26 13,0,0,0.259461,0,0,0.625479,0,1.32217,1.99105,0.143689,0,0.88494,4.34185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23443,1269.81,1106.78,1.69332,89.9626,100,8.95937e-05,0.0060051,0.006288,0,-7.85996,0,1.42239,
1,26,14, 01/26 14,0,0,0.259461,0,0,0.0366382,0,1.35189,2.30714,0.143689,0,0.2961,4.09881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23032,1269.81,1106.78,1.69027,89.9626,100,8.9432e-05,0.0060051,0.006288,0,-7.82061,0,1.41916,
1,26,15, 01/26 15,0,0,0.259461,0,0,0,0,1.40086,1.18151,0.143689,0,0.259461,2.98552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23121,1269.81,1106.78,1.65616,89.9626,100,8.76276e-05,0.0060051,0.006288,0,-7.42439,0,1.41986,
1,26,16, 01/26 16,0,0,0.259461,0,0,0.226154,0,1.44256,2.19352,0.177901,0,0.485615,4.29959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22797,1269.81,1106.78,1.66708,89.9626,100,8.82052e-05,0.0060051,0.006288,0,-5.28551,0,1.41732,
1,26,17, 01/26 17,0,0,0.259461,0,0,0.703133,0,1.62943,1.14614,0.212113,0,0.962594,3.95028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76855,1269.81,1106.78,2.77475,89.9626,100,0.000146812,0.0060051,0.006288,0,-2.07212,0,1.84188,
1,26,18, 01/26 18,0,0,0.259461,0,0,1.07389,0,1.87574,1.662,0.301063,0,1.33336,5.17215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23286,1269.81,1106.78,3.63911,89.9626,100,0.000192545,0.0060051,0.006288,0,-0.0222043,0,2.20655,
