20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"n/a"
,EnergyPlus:,,"n/a"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF8  Individual Supply + Individual Exhaust (SZHP-HRV)"
Run Date/Time:,,,"2026-09-23 13:37:41"
NonRes Cond. Area:,,,0
Residential Cond. Area:,,,7320
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Proposed"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX01_MF_Ventilation\1d\EX01d_MF08_BAL_HRV_SZHP_CZ09\EX01d_MF08_BAL_HRV_SZHP_CZ09.cibd25x"

,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
4,23,6, 04/23 07,0,0,0.147841,0,0,0.370584,0,1.18863,2.42542,0.22459,0,0.518426,4.35707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99217,1141.66,1027.6,1.07999,89.9626,100,5.7142e-05,0.0060051,0.006288,0,-0.0571031,0,1.23213,
4,23,7, 04/23 08,0,0,0.147841,0,0,2.12496,0,1.28293,1.05365,0.219243,0,2.2728,4.82863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94635,1141.66,1027.6,0.246905,89.9626,100,1.30637e-05,0.0060051,0.006288,0,-0.632795,0,0.410753,
4,23,8, 04/23 09,0,0,0.147841,0,0,1.23259,0,1.20805,2.45466,0.181811,0,1.38043,5.22495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74804,1141.66,1027.6,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-1.56114,0,0.255003,
4,23,9, 04/23 10,0,0,0.147841,0,0,3.05834,0,1.14891,2.43019,0.155074,0,3.20618,6.94035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70604,1141.66,1027.6,0.0592456,89.9626,100,3.13468e-06,0.0060051,0.006288,0,-5.65733,0,0.222014,
4,23,10, 04/23 11,0,0,0.147841,0,0,2.06955,0,1.16092,2.8363,0.144379,0,2.21739,6.35899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72318,1141.66,1027.6,0.0569691,89.9626,100,3.01423e-06,0.0060051,0.006288,0,-9.65491,0,0.235474,
4,23,11, 04/23 12,0,0,0.147841,0,0,1.2766,0,1.16092,0.731513,0.133684,0,1.42444,3.45056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74423,1141.66,1027.6,0.0569691,89.9626,100,3.01423e-06,0.0060051,0.006288,0,-10.7677,0,0.252011,
4,23,12, 04/23 13,0,0,0.147841,0,0,0,0,1.16752,0.611612,0.112295,0,0.147841,2.03927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71052,1141.66,1027.6,0.0569691,89.9626,100,3.01423e-06,0.0060051,0.006288,0,-11.4484,0,0.22553,
4,23,13, 04/23 14,0,0,0.147841,0,0,0.465082,0,1.192,1.31828,0.112295,0,0.612923,3.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73247,1141.66,1027.6,0.0569691,89.9626,100,3.01423e-06,0.0060051,0.006288,0,-11.2898,0,0.242773,
4,23,14, 04/23 15,0,0,0.147841,0,0,0.50461,0,1.23094,0.638828,0.112295,0,0.652452,2.63451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76705,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-10.598,0,0.26993,
4,23,15, 04/23 16,0,0,0.147841,0,0,0,0,1.26349,1.2191,0.139032,0,0.147841,2.76945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7067,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-8.96677,0,0.222531,
4,23,16, 04/23 17,0,0,0.147841,0,0,0,0,1.41519,2.92205,0.165769,0,0.147841,4.65085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77995,1141.66,1027.6,0.0715816,89.9626,100,3.78738e-06,0.0060051,0.006288,0,-6.5133,0,0.280066,
4,23,17, 04/23 18,0,0,0.147841,0,0,0,0,1.61585,1.46023,0.235285,0,0.147841,3.4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83983,1141.66,1027.6,0.0983182,89.9626,100,5.20201e-06,0.0060051,0.006288,0,-3.59101,0,0.32709,
4,23,18, 04/23 19,0,0,0.147841,0,0,0.359745,0,1.75535,1.42836,0.449181,0,0.507587,4.14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64742,1141.66,1027.6,0.754592,89.9626,100,3.99255e-05,0.0060051,0.006288,0,-0.913129,0,0.961364,
4,23,19, 04/23 20,0,0,0.147841,0,0,1.53243,0,1.84855,1.53201,0.625643,0,1.68027,5.68648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42099,1141.66,1027.6,1.46153,89.9626,100,7.73293e-05,0.0060051,0.006288,0,0,0,1.56891,
4,23,20, 04/23 21,0,0,0.147841,0,0,1.96738,0,1.92819,5.81334,0.604254,0,2.11522,10.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42109,1141.66,1027.6,1.46153,89.9626,100,7.73293e-05,0.0060051,0.006288,0,0,0,1.56899,
4,23,21, 04/23 22,0,0,0.147841,0,0,1.41912,0,1.91953,0.591541,0.513348,0,1.56697,4.59139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42059,1141.66,1027.6,1.46153,89.9626,100,7.73293e-05,0.0060051,0.006288,0,0,0,1.5686,
4,23,22, 04/23 23,0,0,0.147841,0,0,1.85709,0,1.70763,0.522256,0.336886,0,2.00493,4.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42066,1141.66,1027.6,1.45987,89.9626,100,7.72419e-05,0.0060051,0.006288,0,0,0,1.56866,
4,23,23, 04/23 24,0,0,0.147841,0,0,1.5961,0,1.4634,0.484808,0.208548,0,1.74394,3.9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42677,1141.66,1027.6,1.48236,89.9626,100,7.84316e-05,0.0060051,0.006288,0,0,0,1.57346,
4,23,24, 04/24 01,0,0,0.147841,0,0,0.00502803,0,1.17587,0.448401,0.12299,0,0.152869,1.90013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42364,1141.66,1027.6,1.47718,89.9626,100,7.81575e-05,0.0060051,0.006288,0,0,0,1.57099,
4,24,1, 04/24 02,0,0,0.147841,0,0,0,0,1.06761,0.430398,0.1016,0,0.147841,1.74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45536,1141.66,1027.6,1.56189,89.9626,100,8.26398e-05,0.0060051,0.006288,0,0,0,1.5959,
4,24,2, 04/24 03,0,0,0.147841,0,0,0,0,1.02562,0.418499,0.0802105,0,0.147841,1.67217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45581,1141.66,1027.6,1.56189,89.9626,100,8.26398e-05,0.0060051,0.006288,0,0,0,1.59626,
4,24,3, 04/24 04,0,0,0.147841,0,0,0,0,1.01883,0.412135,0.0909053,0,0.147841,1.66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45576,1141.66,1027.6,1.56189,89.9626,100,8.26398e-05,0.0060051,0.006288,0,0,0,1.59622,
4,24,4, 04/24 05,0,0,0.147841,0,0,0,0,0.972719,0.405405,0.112295,0,0.147841,1.63826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45316,1141.66,1027.6,1.55569,89.9626,100,8.23115e-05,0.0060051,0.006288,0,0,0,1.59418,
4,24,5, 04/24 06,0,0,0.147841,0,0,0,0,1.04744,0.473435,0.165769,0,0.147841,1.83449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45316,1141.66,1027.6,1.55569,89.9626,100,8.23115e-05,0.0060051,0.006288,0,0,0,1.59417,
4,24,6, 04/24 07,0,0,0.147841,0,0,0.0234143,0,1.18863,0.534619,0.22459,0,0.171256,2.11909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4558,1141.66,1027.6,1.56438,89.9626,100,8.27715e-05,0.0060051,0.006288,0,-0.186694,0,1.59625,
4,24,7, 04/24 08,0,0,0.147841,0,0,0.491601,0,1.28293,0.827525,0.219243,0,0.639443,2.96914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44327,1141.66,1027.6,0.474063,89.9626,100,2.50827e-05,0.0060051,0.006288,0,-1.3297,0,0.801024,
4,24,8, 04/24 09,0,0,0.147841,0,0,1.51535,0,1.20805,1.07387,0.181811,0,1.66319,4.12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79355,1141.66,1027.6,0.0840235,89.9626,100,4.44569e-06,0.0060051,0.006288,0,-3.0855,0,0.290742,
4,24,9, 04/24 10,0,0,0.147841,0,0,2.28059,0,1.14891,0.537402,0.155074,0,2.42843,4.26982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76579,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-6.89482,0,0.268944,
4,24,10, 04/24 11,0,0,0.147841,0,0,0.593208,0,1.16092,0.97428,0.144379,0,0.741049,3.02063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79349,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-9.30193,0,0.290695,
4,24,11, 04/24 12,0,0,0.147841,0,0,1.2978,0,1.16092,1.6768,0.133684,0,1.44564,4.41706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76332,1141.66,1027.6,0.0618399,89.9626,100,3.27195e-06,0.0060051,0.006288,0,-10.3962,0,0.267004,
4,24,12, 04/24 13,0,0,0.147841,0,0,0.093305,0,1.16752,2.21494,0.112295,0,0.241146,3.7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77334,1141.66,1027.6,0.0618399,89.9626,100,3.27195e-06,0.0060051,0.006288,0,-11.2611,0,0.274869,
4,24,13, 04/24 14,0,0,0.147841,0,0,0.530919,0,1.192,0.846112,0.112295,0,0.67876,2.82917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78932,1141.66,1027.6,0.0618399,89.9626,100,3.27195e-06,0.0060051,0.006288,0,-11.4328,0,0.287419,
4,24,14, 04/24 15,0,0,0.147841,0,0,0.419731,0,1.23094,2.7834,0.112295,0,0.567573,4.6942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76428,1141.66,1027.6,0.0689872,89.9626,100,3.65011e-06,0.0060051,0.006288,0,-10.9787,0,0.267759,
4,24,15, 04/24 16,0,0,0.147841,0,0,0.495369,0,1.26349,0.693632,0.139032,0,0.643211,2.73936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78861,1141.66,1027.6,0.0714756,89.9626,100,3.78177e-06,0.0060051,0.006288,0,-9.28124,0,0.286866,
4,24,16, 04/24 17,0,0,0.147841,0,0,0.528783,0,1.41519,1.02354,0.165769,0,0.676624,3.28113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82847,1141.66,1027.6,0.07407,89.9626,100,3.91904e-06,0.0060051,0.006288,0,-6.82215,0,0.318173,
4,24,17, 04/24 18,0,0,0.147841,0,0,0.53917,0,1.61585,1.96697,0.235285,0,0.687011,4.50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88933,1141.66,1027.6,0.140635,89.9626,100,7.44099e-06,0.0060051,0.006288,0,-3.62526,0,0.365967,
4,24,18, 04/24 19,0,0,0.147841,0,0,0.985491,0,1.75535,5.79022,0.449181,0,1.13333,9.12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90194,1141.66,1027.6,1.19355,89.9626,100,6.31506e-05,0.0060051,0.006288,0,-0.905098,0,1.16126,
4,24,19, 04/24 20,0,0,0.147841,0,0,1.31341,0,1.84855,1.44371,0.625643,0,1.46125,5.37916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54368,1141.66,1027.6,1.77451,89.9626,100,9.38891e-05,0.0060051,0.006288,0,0,0,1.66527,
4,24,20, 04/24 21,0,0,0.147841,0,0,1.51088,0,1.92819,1.00775,0.604254,0,1.65872,5.19891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54348,1141.66,1027.6,1.77451,89.9626,100,9.38891e-05,0.0060051,0.006288,0,0,0,1.66511,
4,24,21, 04/24 22,0,0,0.147841,0,0,1.91881,0,1.91953,0.586369,0.513348,0,2.06665,5.0859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54417,1141.66,1027.6,1.77451,89.9626,100,9.38891e-05,0.0060051,0.006288,0,0,0,1.66565,
4,24,22, 04/24 23,0,0,0.147841,0,0,0.801557,0,1.70763,0.517228,0.336886,0,0.949399,3.51114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54428,1141.66,1027.6,1.77818,89.9626,100,9.40834e-05,0.0060051,0.006288,0,0,0,1.66574,
4,24,23, 04/24 24,0,0,0.147841,0,0,0.520406,0,1.4634,0.479499,0.208548,0,0.668247,2.8197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55026,1141.66,1027.6,1.79929,89.9626,100,9.52005e-05,0.0060051,0.006288,0,0,0,1.67044,
4,24,24, 04/25 01,0,0,0.147841,0,0,0.0914183,0,1.17942,0.452643,0.12299,0,0.23926,1.99431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54708,1141.66,1027.6,1.7943,89.9626,100,9.49364e-05,0.0060051,0.006288,0,0,0,1.66794,
4,25,1, 04/25 02,0,0,0.147841,0,0,0,0,1.08188,0.428754,0.1016,0,0.147841,1.76007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57277,1141.66,1027.6,1.85229,89.9626,100,9.80045e-05,0.0060051,0.006288,0,0,0,1.68812,
4,25,2, 04/25 03,0,0,0.147841,0,0,0,0,1.02278,0.417156,0.0802105,0,0.147841,1.66799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57269,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68806,
4,25,3, 04/25 04,0,0,0.147841,0,0,0,0,1.01954,0.408178,0.0909053,0,0.147841,1.66647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57264,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68801,
4,25,4, 04/25 05,0,0,0.147841,0,0,0,0,0.96988,0.399787,0.112295,0,0.147841,1.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57263,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68801,
4,25,5, 04/25 06,0,0,0.147841,0,0,0.443719,0,1.0446,0.409021,0.165769,0,0.591561,2.21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57267,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68804,
4,25,6, 04/25 07,0,0,0.147841,0,0,0,0,1.16434,0.447837,0.22459,0,0.147841,1.98461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57276,1141.66,1027.6,1.85229,89.9626,100,9.80045e-05,0.0060051,0.006288,0,-0.210837,0,1.68811,
4,25,7, 04/25 08,0,0,0.147841,0,0,0.741439,0,1.2551,0.55812,0.219243,0,0.88928,2.92174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49772,1141.66,1027.6,0.555417,89.9626,100,2.93871e-05,0.0060051,0.006288,0,-1.94928,0,0.843792,
4,25,8, 04/25 09,0,0,0.147841,0,0,3.09123,0,1.20087,0.701635,0.181811,0,3.23908,5.32339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80273,1141.66,1027.6,0.0790467,89.9626,100,4.18236e-06,0.0060051,0.006288,0,-4.97467,0,0.297954,
4,25,9, 04/25 10,0,0,0.147841,0,0,5.00175,0,1.17241,0.697677,0.155074,0,5.14959,7.17476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78269,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-7.53464,0,0.282217,
4,25,10, 04/25 11,0,0,0.147841,0,0,1.75889,0,1.19121,0.679049,0.144379,0,1.90674,3.92137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79157,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-9.72221,0,0.28919,
4,25,11, 04/25 12,0,0,0.147841,0,0,1.00182,0,1.17125,0.733143,0.133684,0,1.14966,3.18774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79715,1141.66,1027.6,0.0568631,89.9626,100,3.00863e-06,0.0060051,0.006288,0,-10.9742,0,0.293568,
4,25,12, 04/25 13,0,0,0.147841,0,0,0.918786,0,1.16429,0.782448,0.112295,0,1.06663,3.12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77306,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-11.5419,0,0.27465,
4,25,13, 04/25 14,0,0,0.147841,0,0,0.112813,0,1.19949,0.768407,0.112295,0,0.260655,2.34085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76313,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-11.3762,0,0.266853,
4,25,14, 04/25 15,0,0,0.147841,0,0,0.536296,0,1.25523,0.777933,0.112295,0,0.684138,2.82959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7989,1141.66,1027.6,0.0617339,89.9626,100,3.26634e-06,0.0060051,0.006288,0,-10.499,0,0.294946,
4,25,15, 04/25 16,0,0,0.147841,0,0,0.525958,0,1.31846,0.992493,0.139032,0,0.673799,3.12378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76455,1141.66,1027.6,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-8.99993,0,0.267965,
4,25,16, 04/25 17,0,0,0.147841,0,0,0.547904,0,1.46661,3.25125,0.165769,0,0.695745,5.57938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81275,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-6.68321,0,0.305821,
4,25,17, 04/25 18,0,0,0.147841,0,0,0.0665215,0,1.6362,1.84993,0.235285,0,0.214363,3.93578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8664,1141.66,1027.6,0.117463,89.9626,100,6.21495e-06,0.0060051,0.006288,0,-3.7589,0,0.347957,
4,25,18, 04/25 19,0,0,0.147841,0,0,0.3831,0,1.75141,1.36706,0.449181,0,0.530942,4.09859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95326,1141.66,1027.6,1.28214,89.9626,100,6.78379e-05,0.0060051,0.006288,0,-0.962019,0,1.20157,
4,25,19, 04/25 20,0,0,0.147841,0,0,1.46163,0,1.82072,2.64059,0.625643,0,1.60947,6.69642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57731,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69169,
4,25,20, 04/25 21,0,0,0.147841,0,0,1.6403,0,1.88679,1.55748,0.604254,0,1.78814,5.83666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57718,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69158,
4,25,21, 04/25 22,0,0,0.147841,0,0,1.40555,0,1.87458,1.45415,0.513348,0,1.55339,5.39548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5776,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69191,
4,25,22, 04/25 23,0,0,0.147841,0,0,0.731765,0,1.68373,2.49564,0.336886,0,0.879606,5.39586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57804,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69226,
4,25,23, 04/25 24,0,0,0.147841,0,0,1.58468,0,1.43535,1.68928,0.208548,0,1.73252,5.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58378,1141.66,1027.6,1.88952,89.9626,100,9.99745e-05,0.0060051,0.006288,0,0,0,1.69677,
4,25,24, 04/26 01,0,0,0.147841,0,0,0.708017,0,1.17942,1.55675,0.12299,0,0.855858,3.71502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58061,1141.66,1027.6,1.87217,89.9626,100,9.90568e-05,0.0060051,0.006288,0,0,0,1.69428,
4,26,1, 04/26 02,0,0,0.147841,0,0,0.0993607,0,1.08188,0.428971,0.1016,0,0.247202,1.85965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51066,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,0,0,1.63934,
4,26,2, 04/26 03,0,0,0.147841,0,0,0,0,1.02278,0.41737,0.0802105,0,0.147841,1.6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50975,1141.66,1027.6,1.72199,89.9626,100,9.11103e-05,0.0060051,0.006288,0,0,0,1.63862,
4,26,3, 04/26 04,0,0,0.147841,0,0,0,0,1.01954,0.408319,0.0909053,0,0.147841,1.66661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50971,1141.66,1027.6,1.72414,89.9626,100,9.1224e-05,0.0060051,0.006288,0,0,0,1.63859,
4,26,4, 04/26 05,0,0,0.147841,0,0,0,0,0.96988,0.399913,0.112295,0,0.147841,1.62993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50967,1141.66,1027.6,1.72414,89.9626,100,9.1224e-05,0.0060051,0.006288,0,0,0,1.63856,
4,26,5, 04/26 06,0,0,0.147841,0,0,0,0,1.0446,0.409089,0.165769,0,0.147841,1.7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51052,1141.66,1027.6,1.72662,89.9626,100,9.13557e-05,0.0060051,0.006288,0,0,0,1.63923,
4,26,6, 04/26 07,0,0,0.147841,0,0,0.0338283,0,1.16434,0.447814,0.22459,0,0.18167,2.01841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51063,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,-0.217818,0,1.63932,
4,26,7, 04/26 08,0,0,0.147841,0,0,0.765852,0,1.2551,0.815568,0.219243,0,0.913694,3.2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00116,1141.66,1027.6,0.890005,89.9626,100,4.70901e-05,0.0060051,0.006288,0,-1.47829,0,1.23919,
4,26,8, 04/26 09,0,0,0.147841,0,0,1.12633,0,1.20087,3.14313,0.181811,0,1.27417,5.79998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87161,1141.66,1027.6,0.0840235,89.9626,100,4.44569e-06,0.0060051,0.006288,0,-3.29449,0,0.352054,
4,26,9, 04/26 10,0,0,0.147841,0,0,0.743258,0,1.17241,2.88042,0.155074,0,0.891099,5.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75593,1141.66,1027.6,0.0592456,89.9626,100,3.13468e-06,0.0060051,0.006288,0,-7.22945,0,0.261194,
